Name	Set	Imagefile	Type	Level	Logo	Rarity	Text
Sparkle, Crystal Dragon	DR	035	Psionicist	6	AD&D	Uncommon	If an opponent wishes to play an ally against Sparkle, she psionically inspects the player's hand and chooses which ally to play, no more allies can be played by that player. (Off)
Shadow Dragon	DR	036	Monster	7	AD&D	Rare	This dragon and his allies can attack any realm in a formation. Opposing champions are at half their base level (rounded down), with lost levels being added to the Shadow Dragon's total. He is immune to the special powers of Underdark champions.
Greyhawk Dragon	DR	037	Wizard	6	GH	Uncommon	Flyer. This dragon breathes a toxic gas at the beginning of the battle, preventing an opposing champion from using spells, unarmed combat cards, and blood abilities.
Flare	DR	038	Monster	7	DL	Common	Dragon, flyer. One Dragonlance champion in play can be used as an ally (base level only). Win or lose, the borrowed champion returns to his pool.
Sleet	DR	039	Monster	6	DL	Common	Dragon, flyer. Sleet's numbing cold prevents nonflying allies from being played against him. If instantly defeated by a card's special powers, he returns to his pool instead of being discarded.
Khisanth	DR	040	Monster	7	DL	Uncommon	Dragon, flyer. If Khisanth razes an opponent's realm in combat, one other unrazed realm anywhere in play is sent to Limbo until the end of the defender's next turn. Realms return from Limbo to any place in that player's formation.
Cyan Bloodbane	DR	041	Monster	7	DL	Uncommon	Dragon, flyer. Cyan can use wizard spells. Magical items attached to him cannot be removed by any means. Dragonlance allies attached to this champion are doubled in level and cannot be removed or forced to switch sides.
Verminaard the Dragonmaster	DR	042	Cleric	7	DL	Rare	Once per battle Verminaard can use any dragon champion in play as an ally (level only). The borrowed champion returns to its pool. He gains 4 levels if Tiamat or Takhisis is in play.
The Celestial Emperor	DR	043	Cleric	23	AD&D	Rare	Avatar, dragon. Discard 15+ levels of dragons to bring the Emperor into play. Immune to offensive spells and the special powers of champions and allies. When this player's dragons attack, the Emperor chooses which of the opponent's champions will defend. 
Tiamat, God of Evil Dragons	DR	044	Wizard	20	AD&D	Uncommon	Avatar, flyer. Discard two spellcasting dragons to bring Tiamat into play. She is immune to offensive psionics, unarmed combat cards, and blood abilities. If this player's dragons lose in battle, they return to their pool instead. Limit one avatar per poo
Bahamut, God of Good Dragons	DR	045	Hero	21	AD&D	Uncommon	Avatar, flyer. Discard two spellcasting dragons to bring Bahamut into play. He is immune to the special powers of champions and allies. Champions in Bahamut's pool are doubled in base level when defending, as are all dragon allies. Limit one avatar per po
Astral Spell	DR	046	Wizard Spell		AD&D	Rare	Cast at any time to create an astral duplicate of the caster (level and special power) to defend this player's realms once an attacker comes forward. Cards can be attached as normal, but are discarded with the duplicate at the end of that round of battle.
Dragon's Calm	DR	047	Wizard Spell		AD&D	Uncommon	Castable only by dragon champions. Can be cast at any time to cancel the effects of a harmful event. (Def)
Humanoid Familiar	DR	048	Wizard Spell		AD&D	Common	Castable only by dragon or monster champions. Cast this spell on a hero not involved in combat to bring him in as an ally. The caster gains the hero's special power and level, and the hero is discarded after the battle. (Off/4)
Venomdust	DR	049	Wizard Spell		AD&D	Common	Castable only by dragons, this spell slays one champion of base level 5 or less, or slays one opposing ally. (Off/3/4)
Firetrail	DR	050	Wizrad spell		AD&D	Common	Castable only by dragons, this spell destroys any one holding in play.
Dragon's Death Door	DR	051	Wizard Spell		AD&D	Common	Castable only by dragons. Cast at any time to save a dragon champion from going to the discard pile for any reason, or to send it to the discard pile instead of the Abyss. (Def)
Cold Curtain	DR	052	Wizard Spell		AD&D	Common	Castable only by dragons. This spell creates a wall of dragon ice that instantly ends combat. Champions return to their pools and phase 4 of the attacker's turn is over with no spoils of victory. (Def/4)
Summon Dragon	DR	053	Wizard Spell		AD&D	Common	May also be cast by any dragon. This spell summons a dragon champion from any pool to act as an ally (level only). Win or lose, the summoned champion returns to his pool. (Def/4)
Dragon Mark	DR	054	Wizard Spell		AD&D	Uncommon	Castable only by dragon champions. Cast on an opposing champion to prevent him from defending against dragon champions attacking this turn. (Off/3)
Meteor Swarm	DR	055	Wizard Spell	6	AD&D	Uncommon	This spell destroys one magical item or artifact of an opposing champion as well as any opposing allies of +3 or less in combat. (Off/4)
Enchanted Flight	DR	056	Cleric Spell		AD&D	Rare	Cast to make a champion and its allies flyers or to make a flyer immune to any card's special powers that directly affect flyers. (Def/3/4)
Blessing of Tiamat	DR	057	Cleric Spell		AD&D	Common	May also be cast by any dragon. Cast on a dragon champion to ignore the levels or special powers of any opposing allies until the end of this player's next turn. (Def/3/4)
Blessing of Bahamut	DR	058	Cleric Spell		AD&D	Common	May also be cast by any dragon. Cast on a dragon champion to ignore the levels or special powers of any opposing champions until the end of this player's next turn. (Def/3/4)
Symbol of Pain	DR	059	Cleric Spell		AD&D	Common	This spell inflicts terrible pain on a champion, preventing casting spells or using psionic power cards. Lasts until dispelled. (Off/3/4)
Symbol of Persuasion	DR	060	Cleric Spell		AD&D	Common	Cast during battle to force two opposing allies (caster's choice) to switch sides. Allies must be present when the spell is cast. (Off/4)
Symbol of Death	DR	061	Cleric Spell		AD&D	Rare	This spell destroys up to 10 levels of opposing allies or prevents an opponent from playing magical items in this round of battle. Any already attached are unaffected. (Off/4)
Confusion	DR	062	Cleric Spell		AD&D	Common	Cast on an attacking champion who must choose another player's realm to attack. If he cannot attack another realm, or it's a two-player game, the champion returns to his pool defeated. (Off/4)
Find the Path	DR	063	Cleric Spell		AD&D	Common	This player's champions and allies can attack any opposing realm, regardless of position or restrictions, until the end of this turn. (Def/3)
True Seeing	DR	064	Cleric Spell		AD&D	Common	This spell can be cast at any time to inspect an opponent's hand or the next three cards of one draw pile. (Off)
Plague	DR	065	Cleric Spell		AD&D	Rare	When this spell is cast on an opposing champion, that player must draw and discard a card, noting the last digit. If the number is higher than the champion's base level, he is discarded. (Off/4)
Inertial Barrier	DR	066	Psionic Power		AD&D	Common	Until the beginning of this player's next turn, champions of base level 6 or less cannot attack this player's realms. (Def/5)
Combat Mind	DR	067	Psionic Power		AD&D	Uncommon	Until the end of this turn, the champion using this power can attack an opposing realm multiple times until he is either defeated or the realm is razed. (Def/3)
Phase	DR	068	Psionic Power		AD&D	Common	Before attacking, a champion can use this power to ignore any realm's special power. (Def/3)
Death Field	DR	069	Psionic Power	3	AD&D	Common	Usable only during combat, the opposing champion can no longer use spells, psionic power cards, blood abilities, or unarmed combat cards. (Off/4)
Ultrablast	DR	070	Psionic Power	5	AD&D	Rare	When this card is used, the opponent must draw and discard a card, noting the last digit. If the number is 2 or less, the opposing champion is discarded. (Off/4)
Synaptic Static	DR	071	Psionic Power		AD&D	Common	Use this power at any time to cancel an offensive psionic power card when it is first played. (Off)
Daydream	DR	072	Psionic Power		AD&D	Rare	A champion using this power cannot act again until the end of his player's next turn. At the beginning of this player's next turn, he may draw five cards instead of three if the daydreaming champion is still in play. (Def/5)
Psychic Blade	DR	073	Psionic Power		AD&D	Common	Until the end of this player's turn, all magical items used by this player's champions are doubled in level. (Def/3)
Gauntlets of Combat	DR	074	Magic Item	4	AD&D	Common	The attached champion can use any type of unarmed combat card. (Def)
Talisman of the Beast	DR	075	Magic Item	3	AD&D	Rare	A champion wearing the talisman can fly and is considered a dragon. (Def)
Wand of Magic Detection	DR	076	Magic Item		AD&D	Common	Use this wand in phase 3 of your turn to force all opponents to show you all magical items and artifacts in their hand and face down in pools. (Off)
Well of Many Worlds	DR	077	Magic Item		AD&D	Uncommon	Discard this card from the attached champion during a round of combat to send two cards attached to the opposing champion to the Abyss. (Off)
Wand of Negation	DR	078	Magic Item		AD&D	Rare	During combat only, this wand negates all the immunities of an opposing champion (including immunity to offensive magical items). (Off)
Maul of the Titans	DR	079	Magic Item	9	AD&D	Uncommon	Usable only by giants. The attached champion ignores the special powers of opposing realms, holdings, and allies. (Def)
Cult of the Dragon	DR	080	Ally	2	AD&D	Rare	Playable only with a dragon champion. This ally doubles the base level of the attached dragon. It is discarded if forced to switch sides.
Undead Dragonrider	DR	081	Ally	5	AD&D	Uncommon	Dragon, undead, flyer. All opposing allies that are not undead or flyers are level 0 and have no special powers.
Dragonne	DR	082	Ally	5	AD&D	Common	Dragon, flyer. This ally can use unarmed combat cards usable only by dragons. Playing this ally discards an opposing ally of +2 or less already in play.
Faerie Dragon	DR	083	Ally	3	AD&D	Common	Flyer. This ally can cast wizard spells. The faerie dragon cannot be forced to switch sides or be discarded in combat for any reason.
Firedrake	DR	084	Ally	6	AD&D	Common	Dragon, flyer. The base level of an opposing nondragon champions is reduced to 2 for this round of battle.
